time,open,high,low,close,vol
2021-03-31 07:15:00,58919.5,58931.5,58919.5,58931.5,284984.0
2021-03-31 07:16:00,58931.5,58931.0,58910.0,58910.5,843239.0
2021-03-31 07:17:00,58910.5,58910.0,58880.0,58880.5,1105723.0
2021-03-31 07:18:00,58880.5,58880.5,58879.5,58880.0,188644.0
2021-03-31 07:19:00,58880.0,58880.0,58879.5,58880.0,17949.0
2021-03-31 07:20:00,58880.0,58940.0,58879.5,58939.0,4096741.0
2021-03-31 07:21:00,58939.0,58948.0,58938.5,58948.0,775129.0
2021-03-31 07:22:00,58948.0,58948.0,58910.0,58910.0,889025.0
2021-03-31 07:23:00,58910.0,58910.5,58910.0,58910.0,21111.0
2021-03-31 07:24:00,58910.0,58910.5,58900.0,58900.0,745415.0
2021-03-31 07:25:00,58900.0,58900.5,58900.0,58900.0,369027.0
2021-03-31 07:26:00,58900.0,58900.5,58875.0,58875.5,420579.0
2021-03-31 07:27:00,58875.5,58875.5,58860.0,58860.5,299504.0
2021-03-31 07:28:00,58860.5,58860.5,58860.5,58860.5,400.0
2021-03-31 07:29:00,58860.5,58860.5,58860.0,58860.0,12449.0
2021-03-31 07:30:00,58860.0,58893.0,58860.0,58875.5,1591931.0
2021-03-31 07:31:00,58875.5,58876.0,58875.0,58875.0,584091.0
2021-03-31 07:32:00,58875.0,58875.5,58875.0,58875.0,263424.0
2021-03-31 07:33:00,58875.0,58875.0,58862.5,58863.0,235169.0
2021-03-31 07:34:00,58863.0,58863.0,58841.0,58841.5,163402.0
2021-03-31 07:35:00,58841.5,58841.0,58820.0,58820.0,603746.0
2021-03-31 07:36:00,58820.0,58820.5,58777.5,58777.5,495848.0
2021-03-31 07:37:00,58777.5,58778.0,58777.5,58777.5,114551.0
2021-03-31 07:38:00,58777.5,58778.0,58777.5,58778.0,39273.0
2021-03-31 07:39:00,58778.0,58841.0,58777.5,58840.5,1373416.0
2021-03-31 07:40:00,58840.5,58841.0,58820.5,58820.5,1079638.0
2021-03-31 07:41:00,58820.5,58821.0,58806.0,58806.5,644327.0
2021-03-31 07:42:00,58806.5,58806.5,58806.0,58806.0,2527.0
2021-03-31 07:43:00,58806.0,58806.0,58773.5,58774.0,732702.0
2021-03-31 07:44:00,58774.0,58801.0,58774.0,58801.0,182016.0
2021-03-31 07:45:00,58801.0,58834.0,58801.0,58833.5,697826.0
2021-03-31 07:46:00,58833.5,58834.0,58806.0,58806.0,288809.0
2021-03-31 07:47:00,58806.0,58806.5,58773.5,58774.0,621954.0
2021-03-31 07:48:00,58774.0,58774.0,58752.0,58752.5,1044872.0
2021-03-31 07:49:00,58752.5,58752.5,58737.0,58737.5,451064.0
2021-03-31 07:50:00,58737.5,58737.5,58737.0,58737.0,1774.0
2021-03-31 07:51:00,58737.0,58737.5,58737.0,58737.0,106429.0
2021-03-31 07:52:00,58737.0,58737.5,58737.0,58737.0,474673.0
2021-03-31 07:53:00,58737.0,58737.0,58724.0,58724.0,773894.0
2021-03-31 07:54:00,58724.0,58755.0,58724.0,58754.5,733144.0
2021-03-31 07:55:00,58754.5,58772.0,58755.0,58772.0,720720.0
2021-03-31 07:56:00,58772.0,58772.0,58771.5,58772.0,66682.0
2021-03-31 07:57:00,58772.0,58772.0,58771.5,58771.5,57842.0
2021-03-31 07:58:00,58771.5,58772.0,58771.5,58771.5,596910.0
2021-03-31 07:59:00,58771.5,58772.0,58771.5,58772.0,170976.0
2021-03-31 08:00:00,58772.0,58772.0,58725.0,58725.5,1899913.0
2021-03-31 08:01:00,58725.5,58725.0,58702.5,58703.0,1080560.0
2021-03-31 08:02:00,58703.0,58703.0,58702.5,58702.5,37427.0
2021-03-31 08:03:00,58702.5,58702.5,58667.0,58673.0,2845852.0
2021-03-31 08:04:00,58673.0,58699.0,58625.0,58699.0,5035338.0
2021-03-31 08:05:00,58699.0,58699.0,58685.5,58685.5,682941.0
2021-03-31 08:06:00,58685.5,58686.0,58668.0,58668.0,487098.0
2021-03-31 08:07:00,58668.0,58668.5,58668.0,58668.5,10919.0
2021-03-31 08:08:00,58668.5,58697.0,58668.0,58697.0,2168656.0
2021-03-31 08:09:00,58697.0,58720.0,58697.0,58719.5,481964.0
2021-03-31 08:10:00,58719.5,58772.0,58720.5,58771.5,777686.0
2021-03-31 08:11:00,58771.5,58772.0,58771.5,58771.5,242521.0
2021-03-31 08:12:00,58771.5,58788.5,58771.5,58788.0,2816486.0
2021-03-31 08:13:00,58788.0,58788.5,58788.0,58788.5,230950.0
2021-03-31 08:14:00,58788.5,58798.0,58788.0,58798.0,3290266.0
2021-03-31 08:15:00,58798.0,58798.0,58771.5,58771.5,970376.0
2021-03-31 08:16:00,58771.5,58772.0,58737.0,58737.0,954614.0
2021-03-31 08:17:00,58737.0,58737.5,58737.0,58737.5,304266.0
2021-03-31 08:18:00,58737.5,58737.5,58707.0,58707.5,411758.0
2021-03-31 08:19:00,58707.5,58707.0,58702.5,58702.5,468773.0
2021-03-31 08:20:00,58702.5,58737.5,58702.5,58737.5,1440307.0
2021-03-31 08:21:00,58737.5,58737.5,58737.0,58737.0,410934.0
2021-03-31 08:22:00,58737.0,58737.0,58690.5,58691.0,1133718.0
2021-03-31 08:23:00,58691.0,58691.0,58673.0,58679.5,623843.0
2021-03-31 08:24:00,58679.5,58703.0,58680.0,58702.5,537562.0
2021-03-31 08:25:00,58702.5,58753.5,58702.5,58753.5,1029121.0
2021-03-31 08:26:00,58753.5,58772.0,58753.0,58772.0,498681.0
2021-03-31 08:27:00,58772.0,58793.5,58771.5,58793.0,703119.0
2021-03-31 08:28:00,58793.0,58806.5,58794.5,58806.5,518814.0
2021-03-31 08:29:00,58806.5,58820.0,58806.0,58820.0,1230671.0
2021-03-31 08:30:00,58820.0,58841.0,58820.0,58840.5,1137023.0
2021-03-31 08:31:00,58840.5,58841.0,58840.5,58840.5,117038.0
2021-03-31 08:32:00,58840.5,58840.5,58840.5,58840.5,115361.0
2021-03-31 08:33:00,58840.5,58840.5,58806.0,58806.0,1034171.0
2021-03-31 08:34:00,58806.0,58806.5,58806.0,58806.5,838622.0
2021-03-31 08:35:00,58806.5,58806.5,58760.0,58760.0,2078714.0
2021-03-31 08:36:00,58760.0,58760.5,58737.0,58737.0,393315.0
2021-03-31 08:37:00,58737.0,58737.0,58702.5,58702.5,218805.0
2021-03-31 08:38:00,58702.5,58703.0,58660.0,58660.5,1149301.0
2021-03-31 08:39:00,58660.5,58699.0,58660.0,58668.5,2554156.0
2021-03-31 08:40:00,58668.5,58668.5,58668.0,58668.5,524913.0
2021-03-31 08:41:00,58668.5,58669.0,58668.0,58669.0,414737.0
2021-03-31 08:42:00,58669.0,58669.0,58668.5,58669.0,598818.0
2021-03-31 08:43:00,58669.0,58698.0,58669.0,58698.0,265561.0
2021-03-31 08:44:00,58698.0,58699.5,58673.5,58673.5,1732643.0
2021-03-31 08:45:00,58673.5,58702.5,58673.5,58702.5,481473.0
2021-03-31 08:46:00,58702.5,58735.5,58703.0,58735.5,501942.0
2021-03-31 08:47:00,58735.5,58750.0,58735.0,58749.5,1133009.0
2021-03-31 08:48:00,58749.5,58750.0,58749.5,58749.5,696207.0
2021-03-31 08:49:00,58749.5,58750.0,58737.5,58737.5,525093.0
2021-03-31 08:50:00,58737.5,58755.5,58737.0,58755.0,866670.0
2021-03-31 08:51:00,58755.0,58760.0,58755.0,58760.0,266699.0
2021-03-31 08:52:00,58760.0,58795.5,58760.0,58771.5,1123945.0
2021-03-31 08:53:00,58771.5,58772.0,58771.5,58772.0,706126.0
2021-03-31 08:54:00,58772.0,58806.5,58771.5,58792.0,2758152.0
2021-03-31 08:55:00,58792.0,58792.5,58771.5,58772.0,1072928.0
2021-03-31 08:56:00,58772.0,58771.5,58737.0,58737.0,1480123.0
2021-03-31 08:57:00,58737.0,58737.5,58737.0,58737.5,718293.0
2021-03-31 08:58:00,58737.5,58772.0,58737.5,58772.0,1369962.0
2021-03-31 08:59:00,58772.0,58831.5,58772.0,58812.0,2578398.0
2021-03-31 09:00:00,58812.0,58837.0,58811.5,58836.5,4052091.0
2021-03-31 09:01:00,58836.5,58840.5,58802.5,58803.0,2173119.0
2021-03-31 09:02:00,58803.0,58809.0,58795.5,58808.5,2977506.0
2021-03-31 09:03:00,58808.5,58809.0,58808.5,58808.5,256969.0
2021-03-31 09:04:00,58808.5,58813.5,58808.5,58813.0,998715.0
2021-03-31 09:05:00,58813.0,58813.5,58813.0,58813.0,131723.0
2021-03-31 09:06:00,58813.0,58813.5,58813.0,58813.0,295342.0
2021-03-31 09:07:00,58813.0,58813.5,58813.0,58813.0,138004.0
2021-03-31 09:08:00,58813.0,58841.5,58813.0,58841.0,1760445.0
2021-03-31 09:09:00,58841.0,58841.5,58841.0,58841.0,242836.0
2021-03-31 09:10:00,58841.0,58847.5,58841.0,58847.5,395341.0
2021-03-31 09:11:00,58847.5,58863.0,58847.0,58862.5,1337533.0
2021-03-31 09:12:00,58862.5,58907.0,58862.5,58907.0,2428534.0
2021-03-31 09:13:00,58907.0,58910.5,58909.5,58910.0,689470.0
2021-03-31 09:14:00,58910.0,58910.5,58910.0,58910.0,298049.0
2021-03-31 09:15:00,58910.0,58940.0,58910.5,58940.0,925019.0
2021-03-31 09:16:00,58940.0,58940.0,58918.5,58928.5,862565.0
2021-03-31 09:17:00,58928.5,58950.0,58938.5,58949.5,401216.0
2021-03-31 09:18:00,58949.5,58950.0,58949.5,58949.5,310002.0
2021-03-31 09:19:00,58949.5,58950.0,58949.5,58950.0,70647.0
2021-03-31 09:20:00,58950.0,58950.0,58949.5,58950.0,174041.0
2021-03-31 09:21:00,58950.0,58950.0,58949.5,58949.5,269140.0
2021-03-31 09:22:00,58949.5,58950.0,58949.5,58949.5,126919.0
2021-03-31 09:23:00,58949.5,58950.0,58949.5,58949.5,114269.0
2021-03-31 09:24:00,58949.5,59014.5,58898.5,58899.0,4983691.0
2021-03-31 09:25:00,58899.0,58899.0,58806.0,58806.0,1921372.0
2021-03-31 09:26:00,58806.0,58806.0,58737.0,58740.0,2985945.0
2021-03-31 09:27:00,58740.0,58740.0,58717.0,58737.5,1972840.0
2021-03-31 09:28:00,58737.5,58772.0,58737.0,58772.0,743984.0
2021-03-31 09:29:00,58772.0,58794.0,58772.0,58793.5,334598.0
2021-03-31 09:30:00,58793.5,58806.5,58793.5,58806.5,124158.0
2021-03-31 09:31:00,58806.5,58841.0,58806.0,58841.0,430189.0
2021-03-31 09:32:00,58841.0,58841.0,58840.5,58841.0,452373.0
2021-03-31 09:33:00,58841.0,58850.0,58840.5,58849.5,124323.0
2021-03-31 09:34:00,58849.5,58967.5,58849.5,58967.5,2563953.0
2021-03-31 09:35:00,58967.5,58980.0,58967.0,58980.0,625102.0
2021-03-31 09:36:00,58980.0,59046.0,58980.0,59046.0,3098688.0
2021-03-31 09:37:00,59046.0,59050.0,59046.0,59050.0,1078076.0
2021-03-31 09:38:00,59050.0,59049.5,58979.5,58989.5,4502040.0
2021-03-31 09:39:00,58989.5,58989.5,58965.0,58965.0,955128.0
2021-03-31 09:40:00,58965.0,58965.0,58875.5,58876.0,1567098.0
2021-03-31 09:41:00,58876.0,58876.0,58875.5,58876.0,7427.0
2021-03-31 09:42:00,58876.0,58876.0,58843.0,58875.5,2979150.0
2021-03-31 09:43:00,58875.5,58975.5,58875.5,58975.5,1560248.0
2021-03-31 09:44:00,58975.5,58980.0,58948.5,58949.0,810177.0
2021-03-31 09:45:00,58949.0,58993.0,58925.5,58992.5,1256497.0
2021-03-31 09:46:00,58992.5,59000.0,58993.0,58997.0,302098.0
2021-03-31 09:47:00,58997.0,58997.0,58991.5,58996.5,667887.0
2021-03-31 09:48:00,58996.5,59014.5,58996.5,59014.5,427053.0
2021-03-31 09:49:00,59014.5,59049.5,59014.0,59049.5,651306.0
2021-03-31 09:50:00,59049.5,59049.5,59016.5,59016.5,1401582.0
2021-03-31 09:51:00,59016.5,59017.0,58980.5,58980.5,1106392.0
2021-03-31 09:52:00,58980.5,59014.5,58980.5,59014.0,317785.0
2021-03-31 09:53:00,59014.0,59043.0,59014.5,59042.5,551441.0
2021-03-31 09:54:00,59042.5,59042.5,59014.0,59014.0,522804.0
2021-03-31 09:55:00,59014.0,59014.5,59014.0,59014.0,316605.0
2021-03-31 09:56:00,59014.0,59014.5,58993.0,58993.0,326733.0
2021-03-31 09:57:00,58993.0,58993.5,58960.0,58979.0,1949319.0
2021-03-31 09:58:00,58979.0,59018.0,58978.5,59018.0,1472973.0
2021-03-31 09:59:00,59018.0,59060.0,59024.5,59060.0,782636.0
2021-03-31 10:00:00,59060.0,59060.0,59020.5,59044.0,1638334.0
2021-03-31 10:01:00,59044.0,59044.0,59024.5,59024.5,389676.0
2021-03-31 10:02:00,59024.5,59024.5,59002.0,59002.5,887635.0
2021-03-31 10:03:00,59002.5,59002.5,58986.0,58986.0,189840.0
2021-03-31 10:04:00,58986.0,58986.5,58962.5,58963.0,877069.0
2021-03-31 10:05:00,58963.0,58991.0,58962.5,58991.0,1655974.0
2021-03-31 10:06:00,58991.0,58991.0,58990.5,58990.5,265977.0
2021-03-31 10:07:00,58990.5,58991.0,58990.5,58991.0,23666.0
2021-03-31 10:08:00,58991.0,58991.0,58990.5,58990.5,201458.0
2021-03-31 10:09:00,58990.5,58991.0,58989.5,58989.5,220056.0
2021-03-31 10:10:00,58989.5,59014.5,58989.5,58989.5,3545378.0
2021-03-31 10:11:00,58989.5,58990.0,58989.5,58989.5,18426.0
2021-03-31 10:12:00,58989.5,59013.0,58989.5,59012.5,240416.0
2021-03-31 10:13:00,59012.5,59013.0,59012.5,59012.5,626626.0
2021-03-31 10:14:00,59012.5,59013.0,59012.5,59012.5,2302716.0
2021-03-31 10:15:00,59012.5,59012.5,58982.5,58983.5,1074478.0
2021-03-31 10:16:00,58983.5,58983.5,58983.0,58983.5,31038.0
2021-03-31 10:17:00,58983.5,58983.5,58944.5,58945.0,926819.0
2021-03-31 10:18:00,58945.0,58945.0,58944.5,58945.0,158855.0
2021-03-31 10:19:00,58945.0,58945.0,58944.5,58944.5,14139.0
2021-03-31 10:20:00,58944.5,58945.0,58926.5,58927.0,574942.0
2021-03-31 10:21:00,58927.0,58927.0,58898.5,58898.5,1028639.0
2021-03-31 10:22:00,58898.5,58927.0,58899.0,58926.5,1260284.0
2021-03-31 10:23:00,58926.5,58927.0,58926.5,58926.5,145425.0
2021-03-31 10:24:00,58926.5,58938.0,58926.5,58937.5,307322.0
2021-03-31 10:25:00,58937.5,58950.0,58938.0,58949.5,513918.0
2021-03-31 10:26:00,58949.5,59014.5,58949.5,59014.0,966032.0
2021-03-31 10:27:00,59014.0,59039.5,59014.0,59039.0,190438.0
2021-03-31 10:28:00,59039.0,59039.5,59039.0,59039.0,8618.0
2021-03-31 10:29:00,59039.0,59039.5,59014.5,59014.5,658117.0
2021-03-31 10:30:00,59014.5,59049.5,59015.0,59049.5,1732242.0
2021-03-31 10:31:00,59049.5,59049.5,59049.0,59049.5,14041.0
2021-03-31 10:32:00,59049.5,59049.5,59049.0,59049.0,300022.0
2021-03-31 10:33:00,59049.0,59049.0,59006.0,59006.0,1363161.0
2021-03-31 10:34:00,59006.0,59006.5,59006.0,59006.5,100459.0
2021-03-31 10:35:00,59006.5,59006.0,58979.5,58979.5,666936.0
2021-03-31 10:36:00,58979.5,58990.5,58979.5,58983.5,2219019.0
2021-03-31 10:37:00,58983.5,58984.0,58958.0,58958.0,920830.0
2021-03-31 10:38:00,58958.0,58958.0,58957.0,58957.0,85577.0
2021-03-31 10:39:00,58957.0,58962.5,58948.0,58948.5,1101138.0
2021-03-31 10:40:00,58948.5,58948.0,58943.0,58943.0,458448.0
2021-03-31 10:41:00,58943.0,58941.0,58910.0,58910.0,1243683.0
2021-03-31 10:42:00,58910.0,58910.5,58910.0,58910.5,807411.0
2021-03-31 10:43:00,58910.5,58988.0,58910.5,58988.0,2718221.0
2021-03-31 10:44:00,58988.0,58988.0,58987.5,58988.0,25714.0
2021-03-31 10:45:00,58988.0,58987.5,58929.0,58929.0,2322854.0
2021-03-31 10:46:00,58929.0,58929.5,58929.0,58929.5,115369.0
2021-03-31 10:47:00,58929.5,58933.0,58929.0,58933.0,582486.0
2021-03-31 10:48:00,58933.0,58962.5,58933.0,58962.5,1023672.0
2021-03-31 10:49:00,58962.5,59000.0,58962.0,59000.0,1295175.0
2021-03-31 10:50:00,59000.0,59045.0,58999.5,59028.5,2203839.0
2021-03-31 10:51:00,59028.5,59034.5,59026.0,59034.5,206552.0
2021-03-31 10:52:00,59034.5,59097.0,58990.0,58990.0,4730917.0
2021-03-31 10:53:00,58990.0,58992.0,58937.5,58945.0,3126120.0
2021-03-31 10:54:00,58945.0,58970.5,58945.0,58970.5,1153675.0
2021-03-31 10:55:00,58970.5,58979.0,58971.0,58978.5,186042.0
2021-03-31 10:56:00,58978.5,58979.0,58978.5,58978.5,49290.0
2021-03-31 10:57:00,58978.5,58979.0,58978.5,58978.5,57522.0
2021-03-31 10:58:00,58978.5,58978.5,58952.0,58952.0,495119.0
2021-03-31 10:59:00,58952.0,58952.0,58944.5,58944.5,679527.0
2021-03-31 11:00:00,58944.5,58945.0,58919.0,58919.0,1839042.0
2021-03-31 11:01:00,58919.0,58934.0,58919.0,58933.5,259115.0
2021-03-31 11:02:00,58933.5,58934.0,58904.0,58904.5,1145562.0
2021-03-31 11:03:00,58904.5,58904.5,58888.0,58888.0,1160484.0
2021-03-31 11:04:00,58888.0,58888.5,58840.5,58873.5,2340755.0
2021-03-31 11:05:00,58873.5,58874.0,58845.0,58845.0,1519183.0
2021-03-31 11:06:00,58845.0,58845.5,58845.0,58845.0,82940.0
2021-03-31 11:07:00,58845.0,58845.5,58840.5,58841.0,632257.0
2021-03-31 11:08:00,58841.0,58841.0,58840.5,58841.0,305809.0
2021-03-31 11:09:00,58841.0,58841.0,58807.0,58807.5,1289515.0
2021-03-31 11:10:00,58807.5,58807.5,58779.5,58789.0,1571725.0
2021-03-31 11:11:00,58789.0,58790.0,58789.0,58789.5,47390.0
2021-03-31 11:12:00,58789.5,58790.0,58773.5,58774.0,960581.0
2021-03-31 11:13:00,58774.0,58773.5,58760.0,58764.5,1426600.0
2021-03-31 11:14:00,58764.5,58807.5,58764.5,58806.0,2101430.0
2021-03-31 11:15:00,58806.0,58806.5,58806.0,58806.5,310047.0
2021-03-31 11:16:00,58806.5,58840.0,58806.5,58840.0,1327981.0
2021-03-31 11:17:00,58840.0,58840.0,58824.0,58824.0,1016940.0
2021-03-31 11:18:00,58824.0,58829.0,58824.0,58828.5,448420.0
2021-03-31 11:19:00,58828.5,58829.5,58828.5,58829.5,550975.0
2021-03-31 11:20:00,58829.5,58829.5,58829.0,58829.5,38799.0
2021-03-31 11:21:00,58829.5,58829.5,58829.0,58829.0,1030128.0
2021-03-31 11:22:00,58829.0,58829.5,58829.0,58829.5,11294.0
2021-03-31 11:23:00,58829.5,58829.5,58829.0,58829.0,80084.0
